Research ID,Raw Skill,Skill Tag,Correlation Coefficient
70014023,Computer Applications,OSN.84,0.8564809315436908
70014023,Computer Applications,OSN.128,0.8574960608725013
70014023,Computer Applications,OSN.129,0.8561457147841715
70014023,Computer Applications,OSN.131,0.8656865265973575
70014023,Computer Applications,OSN.137,0.8625354532845964
70014023,Computer Applications,OSN.144,0.9064477419407578
70014023,Computer Applications,OSN.307,0.891933678617752
70014023,Computer Applications,OSN.309,0.8506095077797879
70014023,Computer Applications,OSN.318,0.8505460951512362
70014023,Computer Applications,OSN.319,0.853245698411951
70014023,Computer Applications,OSN.357,0.854486067774649
70014023,Computer Applications,OSN.358,0.8680434229139018
70014023,Computer Applications,OSN.375,0.8604607008717008
70014023,Computer Applications,OSN.483,0.8608856059648656
70014023,Computer Applications,OSN.501,0.8797900468698846
70014023,Computer Applications,OSN.502,0.8931978720258135
70014023,Computer Applications,OSN.509,0.8654487490174364
70014023,Computer Applications,OSN.562,0.8700049061086732
70014023,Computer Applications,OSN.583,0.8518948577173717
70014023,Computer Applications,OSN.600,0.890486341029132
70014023,Computer Applications,OSN.625,0.9183551285670953
70014023,Computer Applications,OSN.642,0.8600275209862268
70014023,Computer Applications,OSN.644,0.8756742939251915
70014023,Computer Applications,OSN.740,0.90643147103392
70014023,Computer Applications,OSN.747,0.8767703259994826
70014023,Computer Applications,OSN.861,0.8517843525130795
70241308,SQL,ESCO.443,0.9999999999999998
70241308,SQL,ESCO.965,0.9506942672982056
70241308,Data Analysis,ESCO.276,0.907012446604044
70241308,Data Analysis,ESCO.316,0.9254210007226864
70241308,Data Analysis,ESCO.1147,0.878006624592814
70241308,Data Analysis,OSN.24,0.869921399458486
70241308,Data Analysis,OSN.88,0.9133867571738798
70241308,Data Analysis,OSN.91,0.8873200548320452
70241308,Data Analysis,OSN.106,0.8770917135130282
70241308,Data Analysis,OSN.107,0.862091497235572
70241308,Data Analysis,OSN.110,0.8634453222713873
70241308,Data Analysis,OSN.122,0.9063781442527216
70241308,Data Analysis,OSN.123,0.9073211412758366
70241308,Data Analysis,OSN.125,0.8950973697538684
70241308,Data Analysis,OSN.143,0.9386683358781013
70241308,Data Analysis,OSN.161,0.8523312198338168
70241308,Data Analysis,OSN.189,0.9328952909943002
70241308,Data Analysis,OSN.190,0.8804793543259066
70241308,Data Analysis,OSN.191,0.8564339695845317
70241308,Data Analysis,OSN.246,0.874833284456317
70241308,Data Analysis,OSN.248,0.9215549497136593
70241308,Data Analysis,OSN.249,0.9080780596137746
70241308,Data Analysis,OSN.324,0.9094456630458635
70241308,Data Analysis,OSN.325,0.91717630742099
70241308,Data Analysis,OSN.327,0.911797776850628
70241308,Data Analysis,OSN.332,0.8679221018736355
70241308,Data Analysis,OSN.342,0.8723609617966247
70241308,Data Analysis,OSN.358,0.8542569986682814
70241308,Data Analysis,OSN.383,0.8876309412302208
70241308,Data Analysis,OSN.385,0.8556590329880954
70241308,Data Analysis,OSN.419,0.8696181554684603
70241308,Data Analysis,OSN.426,0.8781139005808827
70241308,Data Analysis,OSN.432,0.8966324147012259
70241308,Data Analysis,OSN.433,0.8956261998502766
70241308,Data Analysis,OSN.434,0.8659270193537308
70241308,Data Analysis,OSN.444,0.8686059115871478
70241308,Data Analysis,OSN.445,0.8943280433004676
70241308,Data Analysis,OSN.448,0.9151830807330383
70241308,Data Analysis,OSN.455,0.878389103187419
70241308,Data Analysis,OSN.482,0.9423635187298227
70241308,Data Analysis,OSN.494,0.9383792582270741
70241308,Data Analysis,OSN.506,0.8935937036906216
70241308,Data Analysis,OSN.507,0.8876250573087466
70241308,Data Analysis,OSN.516,0.8975886835065968
70241308,Data Analysis,OSN.601,0.8581675726143707
70241308,Data Analysis,OSN.636,0.879327206365494
70241308,Data Analysis,OSN.643,0.8588694667056181
70241308,Data Analysis,OSN.646,0.8681574908498423
70241308,Data Analysis,OSN.648,0.907708901153038
70241308,Data Analysis,OSN.650,0.8808755067652555
70241308,Data Analysis,OSN.651,0.9181988807829747
70241308,Data Analysis,OSN.656,0.9029934782758667
70241308,Data Analysis,OSN.657,0.8931890387176161
70241308,Data Analysis,OSN.662,0.86333401830053
70241308,Data Analysis,OSN.735,0.9340127021130626
70241308,Data Analysis,OSN.754,0.8755440447440362
70241308,Data Analysis,OSN.766,0.9548981740169962
70241308,Data Analysis,OSN.789,0.9300845793717509
70241308,Data Analysis,OSN.810,0.9705669631195836
70241308,Financial Services Domain,OSN.183,0.8558499616966339
70241308,SQL Server Development,ESCO.443,0.8618757589199796
70241308,SQL Server Development,ESCO.555,0.9527090249028339
70241308,SQL Server Development,ESCO.965,0.9369656610815822
70241308,SQL Server Development,OSN.331,0.8642476611575949
70241308,SQL Server Development,OSN.671,0.925781950442537
70241308,SQL Server Development,OSN.672,0.9233091136020626
70241308,SQL Server Development,OSN.673,0.9125403866968878
70241308,SQL Server Development,OSN.674,0.8657903426631753
70241308,Data Migration,ESCO.276,0.882488305055127
70241308,Data Migration,ESCO.316,0.9621925471627799
70241308,Data Migration,ESCO.1147,0.8789463886918929
70241308,Data Migration,OSN.24,0.9209457693119818
70241308,Data Migration,OSN.88,0.8786741454191818
70241308,Data Migration,OSN.91,0.9123694896412374
70241308,Data Migration,OSN.106,0.8864789399709514
70241308,Data Migration,OSN.110,0.8938215162655601
70241308,Data Migration,OSN.121,0.8520973716959844
70241308,Data Migration,OSN.122,0.9247025155202048
70241308,Data Migration,OSN.123,0.9326381123634465
70241308,Data Migration,OSN.125,0.91307139744693
70241308,Data Migration,OSN.143,0.9631202100402302
70241308,Data Migration,OSN.189,0.9617862696613081
70241308,Data Migration,OSN.190,0.9131845373579989
70241308,Data Migration,OSN.191,0.8942259117919911
70241308,Data Migration,OSN.197,0.8764260150007394
70241308,Data Migration,OSN.246,0.8571763079197389
70241308,Data Migration,OSN.248,0.9350326592140207
70241308,Data Migration,OSN.249,0.9310249664843611
70241308,Data Migration,OSN.324,0.9568737753377653
70241308,Data Migration,OSN.325,0.9288630359222222
70241308,Data Migration,OSN.327,0.9370530680738777
70241308,Data Migration,OSN.332,0.8567982303061211
70241308,Data Migration,OSN.358,0.9213452918772352
70241308,Data Migration,OSN.383,0.9241120985964457
70241308,Data Migration,OSN.385,0.9017453634479847
70241308,Data Migration,OSN.387,0.8541497234144989
70241308,Data Migration,OSN.419,0.9288507239186221
70241308,Data Migration,OSN.426,0.912402653791216
70241308,Data Migration,OSN.432,0.8977356485513571
70241308,Data Migration,OSN.433,0.9099066677839701
70241308,Data Migration,OSN.434,0.8515112233113138
70241308,Data Migration,OSN.444,0.9195348040799304
70241308,Data Migration,OSN.445,0.9309652434980267
70241308,Data Migration,OSN.448,0.9508276987901014
70241308,Data Migration,OSN.455,0.9132669046138865
70241308,Data Migration,OSN.458,0.8650202629882765
70241308,Data Migration,OSN.482,0.9270476875354461
70241308,Data Migration,OSN.494,0.9688018958188517
70241308,Data Migration,OSN.506,0.9117086691071561
70241308,Data Migration,OSN.507,0.9276390385824785
70241308,Data Migration,OSN.516,0.8849593997829454
70241308,Data Migration,OSN.545,0.9021810891544448
70241308,Data Migration,OSN.601,0.9153108986669913
70241308,Data Migration,OSN.636,0.8973845641308582
70241308,Data Migration,OSN.640,0.8538545752864324
70241308,Data Migration,OSN.641,0.8812901292460908
70241308,Data Migration,OSN.643,0.8699125443025134
70241308,Data Migration,OSN.646,0.925799858436097
70241308,Data Migration,OSN.648,0.9326980972231016
70241308,Data Migration,OSN.650,0.919998141137224
70241308,Data Migration,OSN.651,0.9067579737894355
70241308,Data Migration,OSN.656,0.8594096355603171
70241308,Data Migration,OSN.657,0.9005784799310952
70241308,Data Migration,OSN.661,0.8753676677578468
70241308,Data Migration,OSN.662,0.9203098020019771
70241308,Data Migration,OSN.735,0.9217082149085694
70241308,Data Migration,OSN.754,0.8746293858810468
70241308,Data Migration,OSN.766,0.9195990497895707
70241308,Data Migration,OSN.789,0.9303848137834648
70241308,Data Migration,OSN.810,0.9045350379889778
70543388,Business Operations,OSN.35,0.8828283430796243
70543388,Business Operations,OSN.84,0.8508272225581308
70543388,Business Operations,OSN.90,0.8786811158443275
70543388,Business Operations,OSN.196,0.8515060632614757
70543388,Business Operations,OSN.207,0.9007817641069839
70543388,Business Operations,OSN.296,0.8957302179754351
70543388,Business Operations,OSN.422,0.863868433521236
70543388,Business Operations,OSN.483,0.8543622161699218
70543388,Business Operations,OSN.521,0.8592661331505941
70543388,Business Operations,OSN.522,0.8650908641267852
70543388,Business Operations,OSN.523,0.8796471396053523
70543388,Business Operations,OSN.623,0.8544431037402778
70543388,Business Operations,OSN.642,0.8538489365902424
70543388,Business Operations,OSN.664,0.866219960724527
70543388,Business Operations,OSN.738,0.9106738681962893
70543388,Business Operations,OSN.779,0.8546306437445046
70543388,Business Operations,OSN.857,0.8527628067474808
70543388,Business Operations,OSN.868,0.8745543800755429
70543388,Diversity and Inclusion,OSN.329,0.8836697845133166
70543388,Diversity and Inclusion,OSN.591,0.8670703691210339
70543388,Diversity and Inclusion,OSN.821,0.8935276822426919
70543388,Diversity and Inclusion,OSN.850,0.8924426606725561
70543388,Diversity and Inclusion,OSN.886,0.8607484023784637
70543388,Project Management,OSN.31,0.8592283730048311
70543388,Project Management,OSN.34,0.857002958390424
70543388,Project Management,OSN.84,0.8646611618978478
70543388,Project Management,OSN.212,0.8559905024859918
70543388,Project Management,OSN.287,0.8521040931432444
70543388,Project Management,OSN.297,0.8517074296074131
70543388,Project Management,OSN.392,0.8958746135733744
70543388,Project Management,OSN.404,0.8564818013791959
70543388,Project Management,OSN.415,0.8795014531506508
70543388,Project Management,OSN.466,0.8603241787693933
70543388,Project Management,OSN.483,0.8653159670390946
70543388,Project Management,OSN.510,0.8701418364551432
70543388,Project Management,OSN.622,0.8722614089124132
70543388,Project Management,OSN.707,0.8563965741154953
70543388,Project Management,OSN.718,0.8708958926037106
70543388,Project Management,OSN.738,0.8738730976450086
70543388,Project Management,OSN.779,0.8701464438848927
70543388,Project Management,OSN.847,0.8786199291750516
70543388,Project Management,OSN.901,0.8550249508976966
70543388,Project Management,OSN.914,0.8836896263343091
70543388,Data Visualization,ESCO.276,0.9213174672710502
70543388,Data Visualization,ESCO.316,0.9667257369410339
70543388,Data Visualization,ESCO.1147,0.8889579737379704
70543388,Data Visualization,OSN.24,0.9242613053466299
70543388,Data Visualization,OSN.88,0.9072505504239714
70543388,Data Visualization,OSN.91,0.9212936977818494
70543388,Data Visualization,OSN.106,0.9080815314903814
70543388,Data Visualization,OSN.107,0.8687982119788416
70543388,Data Visualization,OSN.110,0.905177896479045
70543388,Data Visualization,OSN.121,0.8658594065882935
70543388,Data Visualization,OSN.122,0.9383490317550687
70543388,Data Visualization,OSN.123,0.9543532642234335
70543388,Data Visualization,OSN.125,0.9366659067293682
70543388,Data Visualization,OSN.143,0.9797523419863349
70543388,Data Visualization,OSN.161,0.8548925478332142
70543388,Data Visualization,OSN.189,0.9698494441408321
70543388,Data Visualization,OSN.190,0.9237326438680378
70543388,Data Visualization,OSN.191,0.9098984140175317
70543388,Data Visualization,OSN.197,0.8774646791498679
70543388,Data Visualization,OSN.246,0.8806351295635576
70543388,Data Visualization,OSN.248,0.9479237045792436
70543388,Data Visualization,OSN.249,0.9358846017947072
70543388,Data Visualization,OSN.324,0.9629361769713269
70543388,Data Visualization,OSN.325,0.9504214270186317
70543388,Data Visualization,OSN.327,0.9465431391509295
70543388,Data Visualization,OSN.332,0.8825253738868759
70543388,Data Visualization,OSN.342,0.8822544563356355
70543388,Data Visualization,OSN.358,0.9131937503173624
70543388,Data Visualization,OSN.383,0.9339373780408057
70543388,Data Visualization,OSN.385,0.900896641140515
70543388,Data Visualization,OSN.387,0.8802561991675942
70543388,Data Visualization,OSN.419,0.909557175651056
70543388,Data Visualization,OSN.426,0.9185339608988009
70543388,Data Visualization,OSN.432,0.9247685934737309
70543388,Data Visualization,OSN.433,0.932420876217847
70543388,Data Visualization,OSN.434,0.8848240067178993
70543388,Data Visualization,OSN.443,0.8586594073515713
70543388,Data Visualization,OSN.444,0.9222128956969374
70543388,Data Visualization,OSN.445,0.9517477100412871
70543388,Data Visualization,OSN.448,0.9603237591152655
70543388,Data Visualization,OSN.455,0.9261274218942213
70543388,Data Visualization,OSN.458,0.8721272110986948
70543388,Data Visualization,OSN.482,0.9566349815158859
70543388,Data Visualization,OSN.494,0.9796831208097003
70543388,Data Visualization,OSN.506,0.9362565201684445
70543388,Data Visualization,OSN.507,0.9395480960091814
70543388,Data Visualization,OSN.516,0.9244746967597456
70543388,Data Visualization,OSN.545,0.8729657263116193
70543388,Data Visualization,OSN.601,0.9169741201575009
70543388,Data Visualization,OSN.636,0.9078175438956452
70543388,Data Visualization,OSN.641,0.8581639020324424
70543388,Data Visualization,OSN.643,0.8772978352706714
70543388,Data Visualization,OSN.646,0.9274406428536754
70543388,Data Visualization,OSN.647,0.8616875680876992
70543388,Data Visualization,OSN.648,0.9405250900278309
70543388,Data Visualization,OSN.650,0.9171653541633379
70543388,Data Visualization,OSN.651,0.9370989092919044
70543388,Data Visualization,OSN.656,0.875351087201392
70543388,Data Visualization,OSN.657,0.8915268952696939
70543388,Data Visualization,OSN.661,0.8800733566771117
70543388,Data Visualization,OSN.662,0.9101663427372351
70543388,Data Visualization,OSN.671,0.8533735104621483
70543388,Data Visualization,OSN.673,0.8510175687385352
70543388,Data Visualization,OSN.735,0.9509299351147223
70543388,Data Visualization,OSN.754,0.8918814496328115
70543388,Data Visualization,OSN.766,0.9371402396514597
70543388,Data Visualization,OSN.789,0.9494481914361131
70543388,Data Visualization,OSN.810,0.9386668049696298
70543388,Data Warehousing,ESCO.276,0.9110752519956603
70543388,Data Warehousing,ESCO.316,0.9243485700329844
70543388,Data Warehousing,ESCO.1147,0.8809908684047014
70543388,Data Warehousing,ESCO.1240,0.8634461021512846
70543388,Data Warehousing,OSN.24,0.8640966993659484
70543388,Data Warehousing,OSN.88,0.9052863956265867
70543388,Data Warehousing,OSN.91,0.9258850529913024
70543388,Data Warehousing,OSN.106,0.851163385529976
70543388,Data Warehousing,OSN.121,0.8546085269517798
70543388,Data Warehousing,OSN.122,0.9140197849038211
70543388,Data Warehousing,OSN.123,0.9130388602381317
70543388,Data Warehousing,OSN.125,0.9337667977022384
70543388,Data Warehousing,OSN.143,0.9358096635229199
70543388,Data Warehousing,OSN.161,0.8688980489627585
70543388,Data Warehousing,OSN.189,0.9439976493635955
70543388,Data Warehousing,OSN.190,0.8928779765183628
70543388,Data Warehousing,OSN.191,0.872798233432271
70543388,Data Warehousing,OSN.197,0.8517859050101674
70543388,Data Warehousing,OSN.246,0.858544252873565
70543388,Data Warehousing,OSN.248,0.899296246864363
70543388,Data Warehousing,OSN.249,0.9029641756456218
70543388,Data Warehousing,OSN.324,0.9092597357652655
70543388,Data Warehousing,OSN.325,0.9430426897517785
70543388,Data Warehousing,OSN.327,0.9076846790940459
70543388,Data Warehousing,OSN.342,0.8509700232244346
70543388,Data Warehousing,OSN.383,0.8959600379247961
70543388,Data Warehousing,OSN.385,0.8933274401838437
70543388,Data Warehousing,OSN.387,0.9080997636667342
70543388,Data Warehousing,OSN.419,0.8768368524152965
70543388,Data Warehousing,OSN.426,0.898007148067291
70543388,Data Warehousing,OSN.432,0.884564358483467
70543388,Data Warehousing,OSN.433,0.888118845119181
70543388,Data Warehousing,OSN.434,0.8996288416894123
70543388,Data Warehousing,OSN.443,0.8600640653305183
70543388,Data Warehousing,OSN.444,0.8989840526698831
70543388,Data Warehousing,OSN.445,0.8889178193848452
70543388,Data Warehousing,OSN.448,0.9251517618857196
70543388,Data Warehousing,OSN.455,0.9369659482002102
70543388,Data Warehousing,OSN.482,0.9453491052166235
70543388,Data Warehousing,OSN.494,0.9377266109178704
